abstract,authors,en_abstract,en_keywords,en_title,keywords,pdf_url,title,url
"从大气探测的基本原理出发,利用2001—2002年4—10月逐时的气象卫星红外云图和地面观测资料,对云图进行参数化估计,得到一些参数化估计结果,分析了不同视场条件下各类参数与降雨强度的关系,发现测站降水强度和其上空一定视场范围内的平均亮温、亮温方差、等效云量、亮温面积指数(1级、5级、6级)关系较明显,并利用最优子集回归方法建立小区域降水强度的预测方程,检验结果表明:利用红外资料估算未来6h的降雨强度其平均准确率在80%以上,分析视场大小对预测效果影响不大。",,,"Key Words:infrared cloud imagery,parameterization estimate,rainfall intensity,predication,",Parameterization of Infrared Satellite Cloud Imagery and Its Application in Rainfall Predication,"关键词:红外卫星云图,参数化估计,降水强度,预测",,GMS5红外卫星云图参数化及在降水预测中的应用,http://www.jors.cn/jrs/ch/reader/view_abstract.aspx?file_no=20050466&flag=1
"利用1999年7月至2003年5月期间的遥感数据,包括AVHRR海表层温度、QuikSCAT风场和风应力数据,在分析4年内月平均遥感温度场和风场特征与历年现场观测所获得的认识一致的基础上,选取2002年002-008天这一连续晴空的时段,尝试建立简单的沿岸冷水影响面积表征方法,初步探讨了冬季台湾海峡浙闽沿岸水分布的短期变动与风应力之间的关系。结果表明,风是决定冬季台湾海峡海表层温度逐日变动的关键因素,日平均SST与风应力的相关系数R2达到0·90。采用温度法(SST≤17℃)和温度空间距平法(≤-1℃)表征的浙闽沿岸水影响面积的变化趋势基本一致,而且影响面积的逐日变动与风应力显著相关,二者的相关系数R2分别达到0·90和0·91。",,,"Key Words:Zhe-Min Coastal water,wind,QuikSCAT,AVHRR,Taiwan Strait",Short-term Variability of the Distribution of Zhe-Min Coastal Water and Wind Forcing during Winter Monsoon in the Taiwan Strait,"关键词:浙闽沿岸水,风,QuikSCAT,AVHRR,台湾海峡",,冬季浙闽沿岸水分布的短期变动与风的关系初探,http://www.jors.cn/jrs/ch/reader/view_abstract.aspx?file_no=20050465&flag=1
"海洋叶绿素的调查一直是海洋生物资源与海洋生态学的研究重点。遥感技术是海洋叶绿素调查的有力工具。利用遥感光谱信号探测海水叶绿素在大洋水体(一类水体)中十分成功,但在沿岸水体(二类水体)的精度却不高,主要是由于悬浮泥沙、黄色物质等的干扰太大。从叶绿素的生存条件入手,提出了利用海水叶绿素环境生存因子作为辅助因素的方法建立叶绿素遥感探测模型。并以珠江口海域作为研究对象展开试验,结果表明:环境因子的引用,使模型的误差从32·48%降为17·96%,精度大大提高,从而证明该方法的可行性和有效性。",,,"Key Words:remote sensing,chlorophyll,environment factors,coastal water,",The Study of Chlorophyll Detection in Coastal Waters Based on Environmental Factors,"关键词:遥感,叶绿素,环境因子,二类水体",,基于环境因素的沿岸水域叶绿素遥感探测研究,http://www.jors.cn/jrs/ch/reader/view_abstract.aspx?file_no=20050464&flag=1
"土地资源的高效管理对土地资源与生态环境监测提出更高的要求,高光谱遥感图像精细的光谱线可提高土地动态监测的精度、广度和深度,在土地资源与土地质量监测中具有广阔的应用前景。本文基于高光谱遥感技术,详细探讨了土地质量指标,主要是土壤有机质土壤水分信息提取的技术流程和关键技术。通过地物光谱分析认为,有机质含量越高的土壤,其光谱发射率越低;重度沙化土地实验室光谱曲线光谱反射率最高,依次排序为中度沙化、轻度沙化和无退化土地;重度水蚀土地光谱反射率较高,但中度水蚀土地与轻度水蚀和无退化土地实验室光谱曲线无明显差异。在光谱分析基础上,利用多元统计分析技术建立了土壤光谱在677、1202、2074和1509nm四个波段的有机质反演模型和在1423、1524、1746nm三个波段的预测土壤含水量的回归模型;并将有机质反演模型应用于宜兴成像光谱遥感数据中,进行宜兴试验区土壤有机质参数成图。最后探讨了反演模型应用推广所存在的问题。",,,"Key Words:land quality,hyperspectral data,imaging spectroscopy,regression model,",Studying on Extraction Methods for Land Quality Information Based on Hyperspectral Data,"关键词:土地质量,高光谱遥感,监测,反演模型",,基于高光谱遥感技术的土地质量信息挖掘研究,http://www.jors.cn/jrs/ch/reader/view_abstract.aspx?file_no=20050463&flag=1
"基于中国北方地区地基太阳直接/散射辐射计观测,分析了2001年春季气溶胶光学厚度、尺度和吸收特性。沙尘期间,气溶胶光学厚度显著升高,而尺度上升,粗粒子浓度显著增加,大气气溶胶表现出中性或异常消光特征。除沙尘活动之外,中国华北地区人为排放也是导致气溶胶光学厚度偏高的一个重要原因。中国沙尘源区气溶胶单次散射反照率小于以往观测和模式结果。北京和香河两地气溶胶光学厚度、Angstrom指数和尺度谱基本相似,说明华北地区人为排放与沙尘活动类似,也表现出区域尺度的特点。由于沙尘气溶胶与人为排放气溶胶相比,折射指数实部偏大、虚部偏小,从而北京地区沙尘期间单次散射反照率明显大于非沙尘期间,特别是在近红外波段,说明沙尘活动不仅可以通过增加气溶胶光学厚度,同时也通过改变气溶胶物理、辐射特性来影响下游地区的气溶胶辐射强迫。",,,"Key Words:aerosol,radiometer,remote sensing,",Ground-based Remote Sensing of Aerosol Optical Properties over North China in Spring,"关键词:气溶胶,辐射计,遥感",,中国北方地区春季气溶胶光学特性地基遥感研究,http://www.jors.cn/jrs/ch/reader/view_abstract.aspx?file_no=20050462&flag=1
"针对当前海量空间数据网络化管理的特殊要求,分析了改善新一代地理信息系统(GIS)整体性能所需要解决的问题,剖析并引入了群集技术,充分发挥群集技术在高性能运算和高可靠性多服务器架构等方面的技术优势,优化设计了GIS群集多PC服务器体系架构,并结合空间索引分区等常规海量空间数据库管理策略,开发了一套实用化的高效空间定位、多缓冲策略等基于群集的多服务器海量空间数据管理技术。Oracle真正应用群集(RAC)数据库系统在图库管理中的应用,验证了群集空间数据多服务器管理平台的整体性能优越性。",,,"Key Words:computers cluster,massive spatial data,high performance strategy,Oracle RAC,",Multi-servers Clustering of Spatial Data and Realization Strategies in High Performance,"关键词:计算机群集,地理空间数据,高性能策略,Oracle RAC",,空间数据多服务器群集及高性能实现策略,http://www.jors.cn/jrs/ch/reader/view_abstract.aspx?file_no=20050461&flag=1
"随着植被定量遥感真实结构模型的出现,植被结构的可视化研究成为植被定量遥感研究的一个重要的方面。在植被可视化研究的过程中,提出了面向对象的三维可视化数据模型用于植被真实结构的构造。三维可视化数据模型采用面向对象的设计,对象组合的方式建立几何和逻辑关系,成功的实现了植被结构的表述。",,,"Key Words:object-oriented approach,data visualization,realistic structure model,quantitative remote sensing research",The Object-Oriented 3-Dimensional Visual Data Model in the Quantitative Remote Sensing Research on the Vegetation,"关键词:面向对象,定量遥感,可视化,数据模型",,植被定量遥感真实结构模型中面向对象的三维可视化数据模型,http://www.jors.cn/jrs/ch/reader/view_abstract.aspx?file_no=20050460&flag=1
"介绍了目前国际上流行的两种决策树算法———CART算法与C4·5算法,并引入了两种机器学习领域里的分类新技术———boosting和bagging技术,为探究这些决策树分类算法与新技术在遥感影像分类方面的潜力,以中国华北地区MODIS250m分辨率影像进行了土地覆盖决策树分类试验与分析。研究结果表明决策树在满足充分训练样本的条件下,相对于传统方法如最大似然法(MLC)能明显提高分类精度,而在样本量不足下决策树分类表现差于MLC;并发现在单一决策树生成中,分类回归树CART算法表现较C4·5算法具有分类精度和树结构优势,分类精度的提高取决于树结构的合理构建与剪枝处理;另外在决策树CART中引入boosting技术,能明显提高那些较难识别类别的分类准确率18·5%到25·6%。",,,"Key Words:decision tree,CART,C4.5,boosting and bagging,land cover,MODIS 250m,",Research and Application of the Decision Tree Classification Using MODIS Data,"关键词:决策树,CART算法,C4·5算法,boosting和bagging技术,土地覆盖MODIS250m",,基于MODIS数据的决策树分类方法研究与应用,http://www.jors.cn/jrs/ch/reader/view_abstract.aspx?file_no=20050459&flag=1
"地学事件或地学变量受控于环境因子,其关系常为非线性。另一方面,影响变量取值或事件发生的时空范围及其环境要素具有不确定性。环境因子的时空配置关系集中体现这种关系的复杂度。这使得寻找决定事件发生或某些地学变量取值的环境因子及其组合存在困难。针对渔场形成的环境机制发现,构建RS-STAMM模型,将时空离散化,以邻域方法提取空间环境变量,形成决策表,利用粗集约简方法,对环境因子及其时空配置关系进行筛选,进而寻找影响事件或变量取值的环境因子的时空配置结构。最后以发现渔场形成的环境机制为目标,将模型应用在渔业遥感研究中,以海洋鱼类聚集的温度场配置提取为实例,验证模型有效性。",,,"Key Words:marine geographical information system(MGIS),fishery remote sensing,spatiotemporal association rule,fishing ground,knowledge discovery,",Rough-Set-Based Spatiotemporal Assignment Mining Model with Its Application for Marine Fishery,"关键词:海洋地理信息系统(MGIS),渔业遥感,关联规则,渔场,知识发现",,基于粗集的环境机制发现模型及其渔业应用,http://www.jors.cn/jrs/ch/reader/view_abstract.aspx?file_no=20050458&flag=1
"分析了某航空摄影测量设备中相机的类型及其随动系统工作的原理与特点,对拍摄得到的图像几何变形类型和规律做了分析与总结,并提出了该系统几何精纠正和参数矩阵求解模型。在此基础上,为满足系统实时性要求,利用随动系统的特点对所提出的参数矩阵作了进一步简化处理,建立了随动系统参数求解简化模型。根据该航空摄影测量设备应用环境,分析了其他因素对拍摄图像几何变形的影响。所提出的算法解决了航空摄影测量面阵CCD相机随动系统自动几何纠正的原理和方法,提出的求解模型在飞行实验中得到了很好的验证。",,,"Key Words:follow-up system,area CCD camera,automatic geometric rectification model",Automatic Geometric Rectification Model of Follow-up System,"关键词:随动系统,面阵CCD相机,自动几何校正",,随动系统自动几何精纠正模型与算法实现,http://www.jors.cn/jrs/ch/reader/view_abstract.aspx?file_no=20050457&flag=1
"通过2001年7月至2002年12月对长江下游的太湖、巢湖、龙感湖水体中有色可溶性物质的光吸收及荧光特性的研究发现:在对S值进行测定时,所测得的S值为0·0046nm-1(SD=0·0015,n=284),与文献中的0·014nm-1相差较大,可能是由于高浓度的DOC受到激发后在蓝光波段释放较强荧光的缘故;荧光强度与水体中DOC含量之间的关系较难确定,DOC与350nm光吸收(a(350nm))之间呈现较强的线性关系,其相关值达到0·673(n=284);荧光强度与a(350nm)之间线性关系相对较弱,其相关值为0·497(n=214);从上面的结果可以看出,用荧光的方法直接测定DOC含量的可信度相对较低,而直接利用光吸收测定的可信度较高。",,,"Key Words:chromatic organic carbon,light absorbance,fluorescence,",The Bio-Optical Model of Chromatic Dissolved Organic Carbon in Lake Waters at Low Reach of Changjiang River,"关键词:有色可溶性物质,光吸收,荧光",,长江下游湖泊水体中有色可溶性物质的生物光学模式,http://www.jors.cn/jrs/ch/reader/view_abstract.aspx?file_no=20050456&flag=1
