abstract,authors,en_abstract,en_keywords,en_title,keywords,pdf_url,title,url
"摘要:针对航线自动生成中存在贪婪性的弱点,提出了基于航路二叉树的航线自动生成算法。实验结果表明,所提方法能克服现有航线自动生成算法中的贪婪性,提高航线最优化结果的质量。",Keywords:routebinarytree/automaticrouting/obstaclearea,"Abstract:Thehigh-qualityroutingonanelectronicnavigationalchartissignificanttosafe,economicalnavigationforships.Aimingtogreedyweaknessexistinginautomaticroutingmethods,thispaperproposesanautomaticalgorithmforroutingofshipsbasedonroutebinarytree.Basedonthedefinitionandconstructionofroutebinarytree,thealgorithmutilizes""StoreinSection""tostoretheinformationofroutebinarytree,decomposestheinformationthrough""TheDepthPriority""combinedwith""SoundingoutSearching"",andchoosestheshortestdistance-routeautomaticallyfromthefeasibleroutesfinally.Theexperimentalresultshowstheproposedmethodcanovercomethedrawbackoftraditionalautomaticroutingalgorithms,andimprovetheoptimizationresult.",,AMethodforAutomaticRoutingBasedonRouteBinaryTree,关键词:航路二叉树/航线自动生成/碍航区,,基于航路二叉树的航线自动生成方法,http://ch.whu.edu.cn:80/article/id/915
"摘要:针对平面点集的最小凸包生成问题,提出一种栅格辅助的算法,预先剔除那些不可能成为凸包顶点的点,从而提高算法效率,算法的时间复杂度可近似达到O(n),最坏时间复杂度与Graham扫描算法相同。试验表明,随着行列数的增加,计算效率先快速递增,随后逐渐减小;当栅格行列数取值为总点数的平方根时,剔除比接近最大值,算法执行效率亦相对较高。",Keywords:minimumconvexhull/rasterizing/algorithm,"Abstract:Thispaperpresentsagirdaidedmethodfordeterminingtheconvexhulloflargeamountdata,thetotaltimecomplexityofalgorithmcanachieveaboutO(n).Thebasicideaofthemethodisasfollows.First,buildagirdfieldwhichcancoverwithallplanarpoints;then,figureoutthepositionofeverypointinthegirdfield(suchastherowandcolumnplaceinthefield).Afterwards,reservethepointswhichareinthegirdfieldofleftmost(orrightmost)columnortop(orbottom)row.Finally,executeGraham'salgorithmtogeneratetheconvexhullwithreservedpoints.Theresultofthetestsindicatesthattherehassomerelationshipbetweengridparametersandalgorithmefficiency.Suchas,withtheincreaseinrow-columnnumber,thecomputationalefficiencyfirstrapidincrease,followedbyagradualdecrease.Additionally,whentherow-columnnumberselecttheevolutionoftotalplanarpoints'number,thepretreatmenteffectofthealgorithmalmostreachmaximum.Furthermore,withtheincreaseofthenumberofplanarpoints,theeliminationefficiencyofgirdaidedmethodimproves.",,AGird-aidedAlgorithmforDeterminingtheMinimumConvexHullofPlanarPointsSet,关键词:最小凸包/栅格化/算法,,一种栅格辅助的平面点集最小凸包生成算法,http://ch.whu.edu.cn:80/article/id/909
"摘要:针对任意空间查询区域提出了一种基于CD直方图选择率的估计方法,确定了影响空间点(x,y)直方图估计值的相关格子,并对其中确定的部分直接引用,对于不确定的部分则充分利用格子提供的信息进行了修正,从而可以较为精确地计算出空间点(x,y)的估计值,为提高查询选择率估计值的准确性奠定了基础。",Keywords:cumulativedensityhistogram/selectivityestimation/windowquery,"Abstract:Spatialselectivityissignificanttoimprovetheaccuracyofspatialquerycostestimation.ThispaperproposesanaccuratespatialselectivityestimationmethodbasedonCumulativeDensity(CD)Histogram,whichcandealwithanyarbitraryspatialquerywindow.ThemethodfirstlyestimatesthehistogramvaluesoffourcornersofthespatialquerywindowinHll,Hlr,Hul,Hurhistogram(recordedasS1,S2,S3,S4respectively),andthentheselectivityestimationofthespatialqueryisS1-S2-S3+S4.Forestimatethevalueofanypointinthehistogram,thepaperfirstlyravelsthesegridswhichcanaffectestimationvalueofpoint(x,y)inhistogramaccordingtotheprincipleofCDHistogram.Wedirectlyusethesevaluesofgridswithcertainvalues.Tothesegridswithoutcertainvalues,weamenditthroughtheinformationprovidedbyCDHistogram.Thesewillmaketheamendingmoreaccurately,andimprovetheaccuracyofselectivityestimation.Thismethodcanaccuratelyestimatethequeryselectivityatarbitraryspatialquerywindowswithoutaddanyadditionalassumptionandstoragedisk,whichcanapplytoavarietyofvectordatatypes,suchasdiscrete,continuousdistributiongeographicdatatype,etc.",,SpatialSelectivityEstimationofWindowQuery,关键词:CD直方图/选择率估计/窗口查询,,一种基于窗口查询的空间选择率估算方法,http://ch.whu.edu.cn:80/article/id/904
"摘要:介绍了流动车数据的概念,给出了处理流动车数据基本流程。给出了顾及历史定位数据的流动车数据地图匹配算法,提出了在一定准则下的路段速度匹配的方法,并根据现场检验结果分析了方法的有效性。随后给出了基于网络地理信息系统构建道路拥挤状况实时发布系统的框架。",Keywords:globalpositioningsystem/floatingcardata(FCD)/map-matching/WebGIS,"Abstract:InstantaneoustrafficinformationcanbecollectedbytheFloatingCarData(FCD)method.Basedontheestablishmentof""ShenzhenUrbanTransportationSimulationSystem""(SUTSS),thepaperexploredhowtousetaxisasthedatacollectionsensorsinShenzhen.DuetothenatureofFCD,continuousGPSdatasuchasroutingvelocitiesandcoordinatescanbecollectedbyanyGPSequippedvehicle.Therefore,relevantalgorithmsaredevelopedandutilizedforthemap-matchingaccordingtoprobabilityandstatisticaltheories.Furthermore,roadsegmentvelocitymatchingmethodsbasedontheMetropoliscriteriaisextendedandrelevantvalidationiscarriedoutthroughthecomparisonofestimatedandmeasuredresults.ThemajorobjectiveofthismethodistoobtainmoreaccurateroadsegmenttraveltimethroughthecombinationthoseestimatedbyFCDandhistoricalones.Thiscansignificantlyimprovethereliabilityofinstantaneoustrafficinformationbeforeitswebpublication.Finally,thispaperintroducesthearchitectureandtherealizationofawebGeographicalInformationSystem(GIS)andFCD-basedinstantaneoustrafficinformationdisseminationsystemforthewholeofShenzhenCity.",,FloatingCarDataBasedMatchingofRoutingVelocityandItsInstantaneousTrafficInformationPublication,关键词:全球定位系统/地图匹配/流动车数据/网络GIS,,基于流动车数据的道路车速匹配与实时发布,http://ch.whu.edu.cn:80/article/id/903
"摘要:利用宽边界区域对多种来源的不确定性数据建模,用确定区域的拓扑和方向关系组合描述不确定区域的拓扑和方向关系。根据拓扑关系和方向关系间内在规律,直接从不确定区域的拓扑符号描述中推理出方向关系的符号描述,是对已有推理方法的有益补充。",Keywords:regionswithbroadboundaries/topologicalrelations/directionrelations/uncertainregions/spatialreasoning,"Abstract:Uncertainspatialrelationsarefundamentaltoqueryingandhandlinguncertainspatialdata.However,thereisalackofmodelsandapproachesaboutuncertainrelationstosatisfytherequirementsofmanyapplications.Inthisstudy,theregionswithbroadboundariesareadoptedfirsttomodelmulti-sourceuncertainspatialdata,andthenthetopologyanddirectionbetweencrispregionsarecombinedtorepresentthetopologicalanddirectionrelationsrelatedtouncertainregions.Finally,amethodispresentedtoderivethesymbolicdirectionsconcernedwithuncertainregionsfromthecorrespondingsymbolicdescriptionoftopologicalrelationsaccordingtotheunderlyingknowledgebetweentopologyanddirection.Thederivationisahelpfulcomplementarytocurrentreasoningmethods,andcanbeusedtocheckinconsistenciesofspatialdata,handlespatialdataquerylanguages,andevaluatethesimilarityofspatialdata.",,DerivingDirectionRelationsBetweenUncertainRegionsfromTopologicalRelations,关键词:宽边界区域/拓扑关系/方向关系/不确定区域/空间推理,,基于拓扑关系的不确定区域方向关系推理,http://ch.whu.edu.cn:80/article/id/894
"摘要:针对时域、空间、专题、分辨率等多种语义相互关联所导致的遥感信息处理服务组合的准确性难题,提出了一种基于语义匹配的遥感信息处理服务组合方法,包括多层次的遥感信息处理服务语义匹配和渐进精化的服务组合,即时构建与用户需求相关的服务关系与或图,将后续服务选择范围限定在需求相关服务的范围之内,在关系与或图中进行启发式搜索,并选择语义匹配度最高的子图作为服务组合的结果。",Keywords:remotelysensedinformationservice/semanticmatching/servicecomposition,"Abstract:Aimingattheautomaticservicecompositionofremotelysensedinformationprocessingservice,thispaperproposesasemanticmatchingbasedcompositionmethod.Basedonremotesensinginformationontology,ahierarchicalsemanticmatchingmethodsonbothservicecategoryandremotelysensedimagemetadataisintroduced.Andaprogressivecompositionisimplementedbytwosteps:①theserviceand/orgraphrelatedtouserrequirementiscreatedon-linetolimittheservices'selectionrange;②AO*basedheuristicsearchalgorithmisusedforoptimalpathintheand/orgraph.Typicalremotesensingchangedetectionapplicationisemployedasacasestudy.",,RemotelySensedInformationProcessingServiceCompositionBasedonSemanticMatching,关键词:遥感信息服务/语义匹配/服务组合,,基于语义匹配的遥感信息处理服务组合方法,http://ch.whu.edu.cn:80/article/id/914
"摘要:分析了自发地理信息(volunteeredgeographicinformation,VGI)数据的来源、分类、特点与管理要求,探讨了VGI数据清理与质量控制,研究了以高效处理绘图查询与数据更新为目标的VGI图形数据管理问题,提出了动态线综合二叉树与缩放四叉树的设计思想,以解决VGI图形数据管理中的难点问题。",Keywords:VGI/datamanagement/plottingquery/dynamicbinarylinegeneralizationtree/zoomquadtree,"Abstract:VolunteeredGeographicInformation(VGI)isanewconceptemergingwiththedevelopmentofgeographicinformationscience.Thispaperbrieflyanalysesthesources,categoriesandcharacteristicsofVGIdata,presentstherequirementofVGIdatamanagement,discussestheissuesofdatacleaningandqualitycontrol,focusesontheresearchoftheVGIdatamanagementwhosetargetishighperformanceprocessingofplottingqueriesanddataupdates.Twokindsofspatialdatastructuresarepresented.Dynamicbinarylinegeneralizationtree,whichisanextensiontobinarylinegeneralizationtree(BLG-tree),isdesignedtoprocessthequeriesandupdatesofasinglespatialobject.Zoomquadtree,whichincludestwoquadtreethatfunctionasspatialindexesandmaterializedviews,isdesignedtoindexandorganizethevoluminousspatialobjects.",,ABriefIntroductionofDataManagementforVolunteeredGeographicInformation,关键词:自发地理信息/数据管理/绘图查询/动态线综合二叉树/缩放四叉树,,浅论自发地理信息的数据管理,http://ch.whu.edu.cn:80/article/id/913
"摘要:在分析现有的地图投影选择、评价标准和地图投影形变量之间关系的基础上,尝试引入形状比、长度比和面积比的概念,作为通用地图投影的选择、评价的基本度量指标,并通过层次分析法确定其权重,为通用地图投影的选择提供了思路,并通过实验验证了该方法的可行性与合理性。",Keywords:mapprojectionselection/mapprojectionevaluation/AHP/shaperatios,Abstract:Theselectioncriterionswhicharenormallyusedformapprojectionareveviewed.Thispapertriestoemployshaperatio'asoneofthebasicfactorsintheassessmentprocess.AnalyticHierarchyProcess(AHP)isalsousedtomaintaintheweightsoftherelatedfactors.Experimenthasbeendonetoverifythefeasibilitiesandrationalities.,,UniversalMapProjectionSelection,关键词:地图投影选择/投影评价/层次分析法/形状比,,通用地图投影选择研究,http://ch.whu.edu.cn:80/article/id/863
"摘要:在总结前人研究成果的基础上引入遗传算法。该算法是一种改进后的客观确权法,它避免了其他客观分析方法的限制性因素,通过设定不同的目标,不断优化对数据集的拟合,找到因素之间的相互关系以及权重排序。遗传算法能够挖掘出同一地块的最优权重组合,发现单一因素对地价高低的影响变化趋势,从而划分因素所属的类型。实例验证了该方法的可行性和科学性,取得了很好的效果。",Keywords:landgrading/weight/geneticalgorithm,"Abstract:Therearemanyfactorsinlandgrading.Itisverysignificativetodeterminetheweightsoffactors.Thetraditionalmethodsincludethesubjectiveandobjectivejudgment.Thispaperproposesageneticalgorithmatthebasicofconcludingtheresearchachievementofourpredecessors.Itovercomeslimitingfactorofothermethods,findsrelationshipsandsequenceofweightedbyoptimizingtofitthedatasetsbasedonsettingupdifferenttargets.Geneticalgorithmcandigupoptimumweightsetsofonefieldandfindtrendsofonefactorwiththechangeofland-valueinordertogaintheclassificationofgradingfactors.Thispaperpresentsimplementationstepsofthemethod,verifiesthefeasibleandscientificsignificancebyexamples,andachievesgoodresults.",,ApplicationofGeneticAlgorithmintheDeterminationofLandRatingElementProportion,关键词:土地定级/权重/遗传算法,,遗传算法在城镇土地定级权重确定中的应用,http://ch.whu.edu.cn:80/article/id/841
"摘要:提出了一种基于图像变形和颜色空间转换的黑白人脸图像的彩色复原方法。该方法的基本思想是参考现有的彩色人脸图像,将其色彩添加到黑白人脸图像中来实现彩色复原。该方法思想简单、步骤简便、容易实现。实验结果表明,该方法非常有效,能自然逼真地实现男、女、老、少等不同黑白人脸图像的彩色复原,并且其实现的彩色复原图像在人脸的各个细节特征上都非常逼真、自然、富有说服力。",Keywords:facialimage/black-whiteimage/colorrecovery/imagewarping/colorspace,"Abstract:Anovelcolorrecoveringmethodforblack-whitefacialimagebasedonimagewarpingandcolor-spacetransformationispresented.Thebasicideaofthemethodisreferringacolorizedfacialimageandthenaddingitstintintotheblack-whitefacialimage.Thismethodissimpletounderstandandcaneasilybeimplemented.Experimentalresultsshowthatthemethodisveryeffectiveandcannaturallyandlivelilyrealizecolorrecoveringofdifferentblack-whitefacialimagesincludingimagesofthemales,thefemales,theelders,andtheyoungers.Thefacialdetailsinthecolorrecoveredimageobtainedbythismethodisveryrealisticandconvincing.",,AColorRecoveringMethodforBlack-WhiteFacialImage,关键词:人脸图像/黑白图像/彩色复原/图像变形/颜色空间,,黑白人脸图像的彩色复原方法,http://ch.whu.edu.cn:80/article/id/854
"摘要:提出了一种基于线特征和SIFT点特征的多源遥感影像配准方法。该方法首先匹配待配准影像和参考影像中的线特征,利用匹配直线构建虚拟角点;其次,针对传统SIFT算法匹配多源遥感影像特征点存在的不足,采用线特征约束点特征的方法进行SIFT同名点对的提取;最后结合虚拟角点对及SIFT同名点对构建三角网进行小面元微分纠正。试验结果表明,本文方法能取得较高的配准精度。",Keywords:multi-sensorimageregistration/linematching/SIFT/tinyfacetprimitive,"Abstract:Thispaperproposesamulti-sensorimageregistrationalgorithmbasedonlinefeaturesandsiftpoints.Firstly,linefeaturesfromreferenceimageandimagetoberectifiedarematched,andvirtualcornersareconstructedonthebasisofmatchedlines.Next,forthelackoftraditionalsiftalgorithminmulti-sensorimageregistration,siftcontrolpointsareextractedbylineconstrainingprimitivematchedsiftpoints.Finally,virtualcornersandSIFTcontrolpointsarecombinedtoconstructTINfortinyfacetprimitiverectifying.Experimentalresultsshowthattheproposedalgorithmhashighregistrationaccuracy.",,AMulti-sensorImageRegistrationAlgorithmBasedonLineFeaturesandSIFTPoints,关键词:多源影像配准/直线匹配/SIFT算法/小面元微分纠正,,利用线特征和SIFT点特征进行多源遥感影像配准,http://ch.whu.edu.cn:80/article/id/853
